ID,param_0,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11,estim_throughput_0,logic,mem,ram,dsp,fmax,fit
../benchmarks/raycasting233,1,0,0,1,1,0,1,2,85,42,68,37,0.000131098,130143,23373646,1883,94,237.24,Y
../benchmarks/raycasting237,1,0,0,1,1,1,1,0,83,40,67,26,0.000131098,126436,22986822,1844,67,248.2,Y
../benchmarks/raycasting238,1,0,0,1,1,1,1,1,83,41,67,29,0.000131098,125481,22990790,1855,73,255.42,Y
../benchmarks/raycasting239,1,0,0,1,1,1,1,2,85,42,68,35,0.000131098,129419,23304526,1883,90,251.25,Y
../benchmarks/raycasting243,1,0,1,0,0,0,1,0,77,40,52,27,0.00014743,134188,13033861,1664,69,253.42,Y
../benchmarks/raycasting244,1,0,1,0,0,0,1,1,77,40,53,30,0.00014743,133852,13142951,1691,77,244.25,Y
../benchmarks/raycasting245,1,0,1,0,0,0,1,2,79,41,53,37,0.00014743,137629,13385743,1726,94,232.72,Y
../benchmarks/raycasting249,1,0,1,0,0,1,1,0,77,40,52,26,0.00014743,134072,13033861,1664,67,257.79,Y
../benchmarks/raycasting250,1,0,1,0,0,1,1,1,76,40,53,29,0.00014743,133381,13089615,1660,73,258.19,Y
../benchmarks/raycasting251,1,0,1,0,0,1,1,2,78,41,53,35,0.00014743,137027,13339032,1726,90,250.56,Y
../benchmarks/raycasting255,1,0,1,0,1,0,1,0,71,36,40,27,0.000147484,129128,12397934,1405,69,262.67,Y
../benchmarks/raycasting256,1,0,1,0,1,0,1,1,71,36,40,30,0.000147484,128866,12504814,1421,77,254.06,Y
../benchmarks/raycasting257,1,0,1,0,1,0,1,2,73,37,41,37,0.000147484,131834,12793686,1493,94,259.33,Y
../benchmarks/raycasting261,1,0,1,0,1,1,1,0,71,36,40,26,0.000147484,128843,12397934,1405,67,267.16,Y
../benchmarks/raycasting262,1,0,1,0,1,1,1,1,71,36,40,29,0.000147484,127884,12456174,1419,73,251.31,Y
../benchmarks/raycasting263,1,0,1,0,1,1,1,2,73,37,41,35,0.000147484,131859,12709174,1460,90,273.07,Y
../benchmarks/raycasting279,1,0,1,1,1,0,1,0,89,43,69,27,0.000131098,136548,24792636,2149,69,220.45,Y
../benchmarks/raycasting280,1,0,1,1,1,0,1,1,89,43,69,30,0.000131098,136406,24870494,2166,77,233.69,Y
../benchmarks/raycasting285,1,0,1,1,1,1,1,0,89,43,69,26,0.000131098,136307,24792636,2149,67,239.06,Y
../benchmarks/raycasting286,1,0,1,1,1,1,1,1,88,43,69,29,0.000131098,135647,24799452,2164,73,238.03,Y
../benchmarks/raycasting287,1,0,1,1,1,1,1,2,90,44,70,35,0.000131098,139254,25112653,2199,90,244.67,Y
