ID_x,knob_point_interpolation,knob_normal_interpolation,knob_nabla_unroll,knob_hessian_unroll,knob_branch,knob_nabla_sumtype,knob_hessian_sumtype,knob_shift_register,knob_flatten_loop,knob_use_wi,knob_pipe_depth,knob_compute_units,estim_logic,estim_reg,estim_mem,estim_dsp,estim_throughput_0,logic,mem,ram,dsp,fmax,fit,ID_int,ID_y,Tracking1,Tracking2,Raycast,Raycast_CreateDepths,Raycast_CreatePointCloud,Raycast_CreateICPMaps,Raycast_ForwardRender,Fusion,Fusion_allocate,Fusion_integrate,Total_time,Unnamed: 12,ID,ate
../benchmarks/icp267,0,0,1,0,1,2,0,4,1,0,2,1,83,42,58,52,3.19268e-05,29515,638435,250,60,112.85,Y,267,icp267_timing.csv,602.296909091,0.0,772.146575758,38.4137171717,0.0,733.61859596,0.0,387.474585859,83.7696666667,303.633434343,1792.88888889,,267,0.031774
../benchmarks/icp288,0,0,1,1,0,0,0,2,0,0,2,1,70,35,56,70,2.40687e-05,24280,597251,252,80,139.68,Y,288,icp288_timing.csv,409.217676768,0.0,763.965121212,37.8298282828,0.0,726.019727273,0.0,390.297151515,88.0251111111,302.199636364,1593.81353535,,288,0.031752
../benchmarks/icp289,0,0,1,1,0,0,0,2,1,0,2,1,69,35,55,70,9.61809e-05,24030,620675,256,80,141.4,Y,289,icp289_timing.csv,400.827777778,0.0,759.810808081,37.3821818182,0.0,722.314555556,0.0,391.832676768,87.9250707071,303.835020202,1583.09212121,,289,0.03185
../benchmarks/icp300,0,0,1,1,0,1,0,2,0,0,2,1,71,36,57,70,2.40687e-05,24249,596979,251,80,142.3,Y,300,icp300_timing.csv,406.217565657,0.0,758.032838384,37.5261515152,0.0,720.391646465,0.0,390.972111111,87.4537474747,303.444161616,1586.6889899,,300,0.031752
../benchmarks/icp301,0,0,1,1,0,1,0,2,1,0,2,1,70,35,56,70,9.61809e-05,23974,621080,256,80,137.34,Y,301,icp301_timing.csv,417.220673469,0.0,761.414606061,37.7167272727,0.0,723.582262626,0.0,389.873808081,86.7576767677,303.042969697,1598.59282828,,301,0.0317
../benchmarks/icp312,0,0,1,1,0,2,0,2,0,0,2,1,73,37,55,70,2.40687e-05,26455,597536,259,80,137.06,Y,312,icp312_timing.csv,401.268373737,0.0,761.699232323,37.9053838384,0.0,723.676232323,0.0,391.833848485,88.7973535354,302.96730303,1585.17727273,,312,0.031955
../benchmarks/icp313,0,0,1,1,0,2,0,2,1,0,2,1,72,36,55,70,9.61809e-05,25981,620484,263,80,141.12,Y,313,icp313_timing.csv,398.200979798,0.0,779.911585859,38.6925252525,0.0,741.102393939,0.0,394.285333333,89.9134848485,304.295262626,1602.31181818,,313,0.031734
../benchmarks/icp314,0,0,1,1,0,2,0,4,0,0,2,1,78,40,56,70,2.40687e-05,30262,605476,259,80,133.77,Y,314,icp314_timing.csv,411.514535354,0.0,762.56440404,37.932010101,0.0,724.516191919,0.0,388.981454545,85.1767474747,303.730939394,1593.27323232,,314,0.031741
../benchmarks/icp315,0,0,1,1,0,2,0,4,1,0,2,1,76,38,55,70,9.61809e-05,29189,628424,263,80,141.5,Y,315,icp315_timing.csv,397.356868687,0.0,771.86089899,38.2935858586,0.0,733.453020202,0.0,389.707888889,87.9492727273,301.687424242,1589.07272727,,315,0.03169
../benchmarks/icp336,0,0,1,1,1,0,0,2,0,0,2,1,73,38,55,70,2.88825e-05,24619,588418,256,80,136.87,Y,336,icp336_timing.csv,439.951444444,0.0,762.507373737,37.7254040404,0.0,724.666939394,0.0,386.773414141,84.6303535354,302.073868687,1619.70363636,,336,0.032113
