ID_x,knob_interpolate,knob_refine,knob_index_cache,knob_hash_clcache,knob_voxel_clcache,knob_hardcode_size,knob_use_wi,knob_minmax,estim_logic,estim_reg,estim_mem,estim_dsp,estim_throughput_0,logic,mem,ram,dsp,fmax,fit,ID_int,ID_y,Tracking1,Tracking2,Raycast,Raycast_CreateDepths,Raycast_CreatePointCloud,Raycast_CreateICPMaps,Raycast_EstimatedRaycast,Raycast_ForwardRender,Fusion,Fusion_allocate,Fusion_integrate,Total_time,Unnamed: 12,ID,ate
../benchmarks/raycasting55,0,0,1,0,0,1,0,1,79,40,57,42,4.76837E-005,23614,1256180,304,44,126.19,Y,55,raycasting55_timing.csv,531.947626263,0,862.596282828,38.3891818182,0,824.089383838,700.389888889,0,380.166212121,81.0585959596,299.036343434,1804.93646465,,55,0.031503
../benchmarks/raycasting56,0,0,1,0,0,1,0,2,84,42,59,57,4.76837E-005,26259,1325520,324,61,122.48,Y,56,raycasting56_timing.csv,534.785525253,0,440.588252525,38.4546767677,0,402.013474747,278.313979798,0,380.818393939,80.9238383838,299.823969697,1386.2230303,,56,0.031704
../benchmarks/raycasting57,0,0,1,0,0,1,1,0,81,38,49,42,0.195312,26425,1062178,239,41,130.42,Y,57,raycasting57_timing.csv,531.490676768,0,205.394626263,38.5601616162,0,166.718838384,43.019343435,0,382.937343434,82.6349393939,300.230878788,1149.4569697,,57,0.031755
../benchmarks/raycasting58,0,0,1,0,0,1,1,1,80,38,52,47,0.195312,25275,1120298,248,47,130.02,Y,58,raycasting58_timing.csv,533.83679798,0,204.03269697,37.2566969697,0,166.66159596,42.962101011,0,380.916181818,81.7092828283,299.139727273,1149.91474747,,58,0.031508
../benchmarks/raycasting59,0,0,1,0,0,1,1,2,85,41,56,63,0.195312,27648,1219564,289,64,132.25,Y,59,raycasting59_timing.csv,533.801444444,0,190.316484848,37.3162828283,0,152.885252525,29.185757576,0,382.013969697,82.844979798,299.101949495,1137.2630303,,59,0.0317
../benchmarks/raycasting60,0,0,1,0,1,0,0,0,76,38,52,38,4.76837E-005,24427,1146513,290,40,122.88,Y,60,raycasting60_timing.csv,534.788848485,0,1005.7760303,38.5741111111,0,967.083414141,843.383919192,0,381.148818182,81.220040404,299.858030303,1951.33010101,,60,0.031529
../benchmarks/raycasting61,0,0,1,0,1,0,0,1,78,39,55,46,4.76837E-005,23571,1215491,302,48,133.03,Y,61,raycasting61_timing.csv,534.116010101,0,802.981989899,38.6736060606,0,764.189868687,640.490373738,0,381.874030303,81.1233939394,300.679292929,1748.51616162,,61,0.031373
../benchmarks/raycasting62,0,0,1,0,1,0,0,2,83,41,57,61,4.76837E-005,26219,1284982,320,65,128.79,Y,62,raycasting62_timing.csv,533.031393939,0,414.217020202,38.6312727273,0,375.468525253,251.769030304,0,381.202505051,81.0747575758,300.055656566,1358.0430303,,62,0.031569
../benchmarks/raycasting63,0,0,1,0,1,0,1,0,76,36,43,44,0.195312,26346,1019959,233,43,131.47,Y,63,raycasting63_timing.csv,534.820444444,0,202.319292929,37.5966969697,0,164.606040404,40.906545455,0,382.17040404,81.9093636364,300.194121212,1150.79585859,,63,0.031675
../benchmarks/raycasting64,0,0,1,0,1,0,1,1,79,38,47,51,0.195312,25466,1078591,242,51,137.76,Y,64,raycasting64_timing.csv,531.938090909,0,200.341494949,38.5783131313,0,161.648242424,37.948747475,0,382.621252525,82.3429494949,300.207484848,1144.50272727,,64,0.031623
